header,title,titleUrl,time,products,details,activityControls,subtitles,description,timestamp,date,hour,day_of_week,channel,video_title,activity_type,cleaned_channel,focus_category,is_edu_watch
YouTube,Watched When You See Ronaldo 😳🐐,https://www.youtube.com/watch?v=Y-klo7OnQkI,2026-06-13T10:12:36.192Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Celine Dept', 'url': 'https://www.youtube.com/channel/UC1a2ZCw7tugRZYRMnecNj3A'}]",,2026-06-13 10:12:36.192000+00:00,2026-06-13,10,Saturday,Celine Dept,Watched When You See Ronaldo 😳🐐,Video,,General Entertainment / Other,0
YouTube,Watched 24/7 AI English Mentor உங்க கூட,https://www.youtube.com/watch?v=68ZlQ47DYn4,2026-06-13T10:12:34.950Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",,,2026-06-13 10:12:34.950000+00:00,2026-06-13,10,Saturday,Unknown,Watched 24/7 AI English Mentor உங்க கூட,Video,Youtube Shorts / Unlisted,Data Science & Tech,1
YouTube,Watched 👏🏻 #genderequality #dotherightthing #bematured #emotional #bestrong #lifequotes #lifelessons #foryou,https://www.youtube.com/watch?v=TPBKJ8VL0Io,2026-06-13T10:12:27.259Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Matured Women Words', 'url': 'https://www.youtube.com/channel/UC4-lIS_bOiO4FEQCpUhz3zg'}]",,2026-06-13 10:12:27.259000+00:00,2026-06-13,10,Saturday,Matured Women Words,Watched 👏🏻 #genderequality #dotherightthing #bematured #emotional #bestrong #lifequotes #lifelessons #foryou,Video,,General Entertainment / Other,0
YouTube,Watched Power of Calisthenics Part 33🥶☠️ #calisthenics #motivation #bodyweight #reaction #sigma #ego,https://www.youtube.com/watch?v=Qlx7_YgzZr8,2026-06-13T10:12:21.270Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CalisthenicsWorld', 'url': 'https://www.youtube.com/channel/UCIIJMeW3hoHkqi5lPGBYn8w'}]",,2026-06-13 10:12:21.270000+00:00,2026-06-13,10,Saturday,CalisthenicsWorld,Watched Power of Calisthenics Part 33🥶☠️ #calisthenics #motivation #bodyweight #reaction #sigma #ego,Video,,General Entertainment / Other,0
YouTube,"Watched Hit The Button, Win $1,000",https://www.youtube.com/watch?v=QAkEMtJpq3c,2026-06-13T10:12:20.241Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",,,2026-06-13 10:12:20.241000+00:00,2026-06-13,10,Saturday,Unknown,"Watched Hit The Button, Win $1,000",Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched Humanity😔#lifequotes #lifelesson  #emotional #trending #respect #viral #shorts,https://www.youtube.com/watch?v=y_vf4sFvalE,2026-06-13T10:11:21.172Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Najis Parvin', 'url': 'https://www.youtube.com/channel/UCDlVQPOXG7bp4XRFIfDZ0hg'}]",,2026-06-13 10:11:21.172000+00:00,2026-06-13,10,Saturday,Najis Parvin,Watched Humanity😔#lifequotes #lifelesson  #emotional #trending #respect #viral #shorts,Video,,General Entertainment / Other,0
YouTube,Watched हॉस्पिटल मे मां बेटे की नोक झोक 🥰 #shorts,https://www.youtube.com/watch?v=wWGJ15Qr1XE,2026-06-13T10:09:56.113Z,['YouTube'],,['YouTube watch history'],"[{'name': 'THE ANILAL', 'url': 'https://www.youtube.com/channel/UCG2ektr2PtxoluaRA-TcS5Q'}]",,2026-06-13 10:09:56.113000+00:00,2026-06-13,10,Saturday,THE ANILAL,Watched हॉस्पिटल मे मां बेटे की नोक झोक 🥰 #shorts,Video,,General Entertainment / Other,0
YouTube,Watched It's not blood that makes you family🤗#youtubeshorts #family #emostional #respect #girl #lifelessons,https://www.youtube.com/watch?v=uVW2Yd6_ugk,2026-06-13T10:09:11.582Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Zobia_creator45', 'url': 'https://www.youtube.com/channel/UCb61JTh6gn4T31S8Q305XAA'}]",,2026-06-13 10:09:11.582000+00:00,2026-06-13,10,Saturday,Zobia_creator45,Watched It's not blood that makes you family🤗#youtubeshorts #family #emostional #respect #girl #lifelessons,Video,,General Entertainment / Other,0
YouTube,Watched He just want to protect everyone 😖 #mha #myheroacademia #bnha #shorts,https://www.youtube.com/watch?v=gOyfc6OHjSU,2026-06-13T10:09:09Z,['YouTube'],,['YouTube watch history'],"[{'name': ""IT's_MINIBOY_"", 'url': 'https://www.youtube.com/channel/UCFaF9YxUkn8gHRaqE-YQURQ'}]",,2026-06-13 10:09:09+00:00,2026-06-13,10,Saturday,IT's_MINIBOY_,Watched He just want to protect everyone 😖 #mha #myheroacademia #bnha #shorts,Video,,General Entertainment / Other,0
YouTube,Watched Meet Your Trainer Intro Session | 1st June at 8:30 PM,https://www.youtube.com/watch?v=W79Zy41q9c0,2026-06-01T15:38:13.005Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Saurabh Bothra', 'url': 'https://www.youtube.com/channel/UCZ1_MhfxMAotGs8fzZM1f7A'}]",,2026-06-01 15:38:13.005000+00:00,2026-06-01,15,Monday,Saurabh Bothra,Watched Meet Your Trainer Intro Session | 1st June at 8:30 PM,Video,,Data Science & Tech,1
YouTube,Watched Meet Your Trainer Intro Session | 31st May at 8:30 PM,https://www.youtube.com/watch?v=aFt2RrPrsuw,2026-06-01T15:04:56.708Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Saurabh Bothra', 'url': 'https://www.youtube.com/channel/UCZ1_MhfxMAotGs8fzZM1f7A'}]",,2026-06-01 15:04:56.708000+00:00,2026-06-01,15,Monday,Saurabh Bothra,Watched Meet Your Trainer Intro Session | 31st May at 8:30 PM,Video,,Data Science & Tech,1
YouTube,Watched The Secret to Speaking Without Awkward Silences | Shruti Sharma EnglishYaari #learnenglish #english,https://www.youtube.com/watch?v=jkccSzMzYuk,2026-05-26T08:36:24.216Z,['YouTube'],,['YouTube watch history'],"[{'name': 'EnglishYaari : English For Professionals', 'url': 'https://www.youtube.com/channel/UCWRblGXnX9gnQ06EEPznzcA'}]",,2026-05-26 08:36:24.216000+00:00,2026-05-26,8,Tuesday,EnglishYaari : English For Professionals,Watched The Secret to Speaking Without Awkward Silences | Shruti Sharma EnglishYaari #learnenglish #english,Video,,Education & Exam Prep,1
YouTube,Watched PRIYANKA CHOPRA___Educate Yourself Every Day: Unlock Your True Potential” BEST MOTIVATIONAL SPEECH,https://www.youtube.com/watch?v=N9ilrWpJxJM,2026-05-25T13:21:43.756Z,['YouTube'],,['YouTube watch history'],"[{'name': 'FEARLESS MOTIVATION By Priyanka Chopra', 'url': 'https://www.youtube.com/channel/UCqmJeA0H37MFgYtWPvVJh9g'}]",,2026-05-25 13:21:43.756000+00:00,2026-05-25,13,Monday,FEARLESS MOTIVATION By Priyanka Chopra,Watched PRIYANKA CHOPRA___Educate Yourself Every Day: Unlock Your True Potential” BEST MOTIVATIONAL SPEECH,Video,,General Entertainment / Other,0
YouTube,Watched Improve Your English Grammar in 3 Steps | Speak English Fluently | Shruti Sharma | EnglishYaari,https://www.youtube.com/watch?v=jiVfs9y0fSE,2026-05-24T15:09:32.561Z,['YouTube'],,['YouTube watch history'],"[{'name': 'EnglishYaari : English For Professionals', 'url': 'https://www.youtube.com/channel/UCWRblGXnX9gnQ06EEPznzcA'}]",,2026-05-24 15:09:32.561000+00:00,2026-05-24,15,Sunday,EnglishYaari : English For Professionals,Watched Improve Your English Grammar in 3 Steps | Speak English Fluently | Shruti Sharma | EnglishYaari,Video,,General Entertainment / Other,0
YouTube,Watched How to Speak So That People Want to Listen | EnglishYaari | Shruti Sharma,https://www.youtube.com/watch?v=fg0q-b42XjI,2026-05-24T14:08:10.503Z,['YouTube'],,['YouTube watch history'],"[{'name': 'EnglishYaari : English For Professionals', 'url': 'https://www.youtube.com/channel/UCWRblGXnX9gnQ06EEPznzcA'}]",,2026-05-24 14:08:10.503000+00:00,2026-05-24,14,Sunday,EnglishYaari : English For Professionals,Watched How to Speak So That People Want to Listen | EnglishYaari | Shruti Sharma,Video,,General Entertainment / Other,0
YouTube,Watched 3 Steps to Think Fast and Speak Clear | Improve Your Communication | EnglishYaari | Shruti Sharma,https://www.youtube.com/watch?v=4h5FgMOmyng,2026-05-24T13:26:11.276Z,['YouTube'],,['YouTube watch history'],"[{'name': 'EnglishYaari : English For Professionals', 'url': 'https://www.youtube.com/channel/UCWRblGXnX9gnQ06EEPznzcA'}]",,2026-05-24 13:26:11.276000+00:00,2026-05-24,13,Sunday,EnglishYaari : English For Professionals,Watched 3 Steps to Think Fast and Speak Clear | Improve Your Communication | EnglishYaari | Shruti Sharma,Video,,General Entertainment / Other,0
YouTube,Watched SQL Data Analysis Portfolio Project #01/10 | Beginner to Advanced Guide for Aspiring Data Analysts,https://www.youtube.com/watch?v=ChIQjGBI3AM,2026-05-18T07:50:46.191Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Zero Analyst', 'url': 'https://www.youtube.com/channel/UCD7FERT7OXNgLYkvEyy3qGQ'}]",,2026-05-18 07:50:46.191000+00:00,2026-05-18,7,Monday,Zero Analyst,Watched SQL Data Analysis Portfolio Project #01/10 | Beginner to Advanced Guide for Aspiring Data Analysts,Video,,Data Science & Tech,1
YouTube,Watched 🎥#1 Master SQL with Real-World Project (Hindi): Online Retail Database | Queries for Interview (1/6),https://www.youtube.com/watch?v=ZM1XpCZ0FdI,2026-05-18T07:50:03.362Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Ishwaar Academy', 'url': 'https://www.youtube.com/channel/UCNroURvR5aDcc-SGV4EfkQQ'}]",,2026-05-18 07:50:03.362000+00:00,2026-05-18,7,Monday,Ishwaar Academy,Watched 🎥#1 Master SQL with Real-World Project (Hindi): Online Retail Database | Queries for Interview (1/6),Video,,Data Science & Tech,1
YouTube,Watched Don’t Waste 2026 on the Wrong Career - How to Pick the PERFECT Tech Role,https://www.youtube.com/watch?v=drescQrqOWo,2026-05-18T07:44:11.606Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Sundas Khalid', 'url': 'https://www.youtube.com/channel/UCteRPiisgIoHtMgqHegpWAQ'}]",,2026-05-18 07:44:11.606000+00:00,2026-05-18,7,Monday,Sundas Khalid,Watched Don’t Waste 2026 on the Wrong Career - How to Pick the PERFECT Tech Role,Video,,General Entertainment / Other,0
YouTube,Watched DO THIS every day to become a magnetic communicator!,https://www.youtube.com/watch?v=r2JSYgyOdBs,2026-05-05T13:00:16.204Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Ipsita Das', 'url': 'https://www.youtube.com/channel/UCi7fAzxtd4dA_61EnigvgWA'}]",,2026-05-05 13:00:16.204000+00:00,2026-05-05,13,Tuesday,Ipsita Das,Watched DO THIS every day to become a magnetic communicator!,Video,,General Entertainment / Other,0
YouTube,Watched 『僕のヒーローアカデミア FINAL SEASON』スーパーティザーPV／2025年10月放送開始・毎週土曜夕方5:30/ヒロアカファイナル,https://www.youtube.com/watch?v=boHnf68mxwk,2026-05-04T15:44:41.884Z,['YouTube'],,['YouTube watch history'],"[{'name': 'TOHO animation チャンネル', 'url': 'https://www.youtube.com/channel/UC14Yc2Qv92DMuyNRlHvpo2Q'}]",,2026-05-04 15:44:41.884000+00:00,2026-05-04,15,Monday,TOHO animation チャンネル,Watched 『僕のヒーローアカデミア FINAL SEASON』スーパーティザーPV／2025年10月放送開始・毎週土曜夕方5:30/ヒロアカファイナル,Video,,General Entertainment / Other,0
YouTube,Watched 『僕のヒーローアカデミア』7期PV第3弾【デクvs死柄木】／毎週土曜夕方5:30放送中／ヒロアカ7期,https://www.youtube.com/watch?v=E5pcEwi6ynk,2026-05-04T15:43:32.568Z,['YouTube'],,['YouTube watch history'],"[{'name': 'TOHO animation チャンネル', 'url': 'https://www.youtube.com/channel/UC14Yc2Qv92DMuyNRlHvpo2Q'}]",,2026-05-04 15:43:32.568000+00:00,2026-05-04,15,Monday,TOHO animation チャンネル,Watched 『僕のヒーローアカデミア』7期PV第3弾【デクvs死柄木】／毎週土曜夕方5:30放送中／ヒロアカ7期,Video,,General Entertainment / Other,0
YouTube,Watched 『僕のヒーローアカデミア』6期PV第6弾／黒いヒーロー編クライマックス／#デク戻って来い／My Heroacademia 6th season PV Vol.6,https://www.youtube.com/watch?v=nTWeiY3yZRs,2026-05-04T15:42:09.208Z,['YouTube'],,['YouTube watch history'],"[{'name': 'TOHO animation チャンネル', 'url': 'https://www.youtube.com/channel/UC14Yc2Qv92DMuyNRlHvpo2Q'}]",,2026-05-04 15:42:09.208000+00:00,2026-05-04,15,Monday,TOHO animation チャンネル,Watched 『僕のヒーローアカデミア』6期PV第6弾／黒いヒーロー編クライマックス／#デク戻って来い／My Heroacademia 6th season PV Vol.6,Video,,General Entertainment / Other,0
YouTube,Watched 8/6(金)公開『僕のヒーローアカデミア THE MOVIE ワールドヒーローズミッション』予告編／ヒロアカ劇場版／主題歌：「エンパシー」ASIAN KUNG-FU GENERATION,https://www.youtube.com/watch?v=ohR_gEvQIRk,2026-05-04T14:57:42.485Z,['YouTube'],,['YouTube watch history'],"[{'name': 'TOHO animation チャンネル', 'url': 'https://www.youtube.com/channel/UC14Yc2Qv92DMuyNRlHvpo2Q'}]",,2026-05-04 14:57:42.485000+00:00,2026-05-04,14,Monday,TOHO animation チャンネル,Watched 8/6(金)公開『僕のヒーローアカデミア THE MOVIE ワールドヒーローズミッション』予告編／ヒロアカ劇場版／主題歌：「エンパシー」ASIAN KUNG-FU GENERATION,Video,,General Entertainment / Other,0
YouTube,"Watched Aptitude Made Easy – Problems on Percentages full series, Learn maths #StayHome",https://www.youtube.com/watch?v=_TdyTKpNY8g,2026-05-03T07:37:15.548Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Jobs & Careers', 'url': 'https://www.youtube.com/channel/UCEFTTJFLp4GipA7BLZNTXvA'}]",,2026-05-03 07:37:15.548000+00:00,2026-05-03,7,Sunday,Jobs & Careers,"Watched Aptitude Made Easy – Problems on Percentages full series, Learn maths #StayHome",Video,,Education & Exam Prep,1
YouTube,"Watched Percentage -  Shortcuts & Tricks for Placement Tests, Job Interviews & Exams",https://www.youtube.com/watch?v=RWdNhJWwzSs,2026-05-03T07:35:32.643Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CareerRide', 'url': 'https://www.youtube.com/channel/UCjDHKp8AGNucJmEBMCk0NGg'}]",,2026-05-03 07:35:32.643000+00:00,2026-05-03,7,Sunday,CareerRide,"Watched Percentage -  Shortcuts & Tricks for Placement Tests, Job Interviews & Exams",Video,,Education & Exam Prep,1
YouTube,Watched Angular Crash Course for beginners | Learn Angular in 90 Minutes,https://www.youtube.com/watch?v=oUmVFHlwZsI,2026-05-02T12:58:36.941Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Code with Ahsan', 'url': 'https://www.youtube.com/channel/UCAys-Lg76QcRNGc0dOr_bXA'}]",,2026-05-02 12:58:36.941000+00:00,2026-05-02,12,Saturday,Code with Ahsan,Watched Angular Crash Course for beginners | Learn Angular in 90 Minutes,Video,,Education & Exam Prep,1
YouTube,Watched What is a single page application? SPA,https://www.youtube.com/watch?v=eIxDHgzGCnY,2026-05-02T12:58:21.891Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Programming w/ Professor Sluiter', 'url': 'https://www.youtube.com/channel/UCUSqKFDbRaaWQTaMN3r4Pbg'}]",,2026-05-02 12:58:21.891000+00:00,2026-05-02,12,Saturday,Programming w/ Professor Sluiter,Watched What is a single page application? SPA,Video,,General Entertainment / Other,0
YouTube,"Watched AngularJS Tutorial for Beginners - 2 - Module, Directive and Expression",https://www.youtube.com/watch?v=9dqsjyQA8Tc,2026-05-02T11:47:46.090Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Codevolution', 'url': 'https://www.youtube.com/channel/UC80PWRj_ZU8Zu0HSMNVwKWw'}]",,2026-05-02 11:47:46.090000+00:00,2026-05-02,11,Saturday,Codevolution,"Watched AngularJS Tutorial for Beginners - 2 - Module, Directive and Expression",Video,,Education & Exam Prep,1
YouTube,Watched AngularJS Tutorial for Beginners - 1 - Introduction to AngularJS,https://www.youtube.com/watch?v=aCOBakZSdmE,2026-05-02T11:42:45.716Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Codevolution', 'url': 'https://www.youtube.com/channel/UC80PWRj_ZU8Zu0HSMNVwKWw'}]",,2026-05-02 11:42:45.716000+00:00,2026-05-02,11,Saturday,Codevolution,Watched AngularJS Tutorial for Beginners - 1 - Introduction to AngularJS,Video,,Education & Exam Prep,1
YouTube,Watched Angular in 100 Seconds,https://www.youtube.com/watch?v=Ata9cSC2WpM,2026-05-02T11:41:26.036Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Fireship', 'url': 'https://www.youtube.com/channel/UCsBjURrPoezykLs9EqgamOA'}]",,2026-05-02 11:41:26.036000+00:00,2026-05-02,11,Saturday,Fireship,Watched Angular in 100 Seconds,Video,,General Entertainment / Other,0
YouTube,Watched 📁 Create Folder GitHub Repository | Add folder GitHub | Github Repository Create Upload Empty Folder,https://www.youtube.com/watch?v=4wo4csHfabw,2026-04-23T09:11:40.025Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Technical Bakugan', 'url': 'https://www.youtube.com/channel/UC2zAnlXJfhhuznJgwkEkQfg'}]",,2026-04-23 09:11:40.025000+00:00,2026-04-23,9,Thursday,Technical Bakugan,Watched 📁 Create Folder GitHub Repository | Add folder GitHub | Github Repository Create Upload Empty Folder,Video,,General Entertainment / Other,0
YouTube,Watched How to create folders and upload files inside GitHub repository in a simple way #github #repository,https://www.youtube.com/watch?v=Bk6ZDMTkAC8,2026-04-23T09:08:23.105Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CodeMate', 'url': 'https://www.youtube.com/channel/UCEycxu26QP9tc02X-NvGZdg'}]",,2026-04-23 09:08:23.105000+00:00,2026-04-23,9,Thursday,CodeMate,Watched How to create folders and upload files inside GitHub repository in a simple way #github #repository,Video,,General Entertainment / Other,0
YouTube,Watched UPLOAD JUPYTER NOTEBOOK TO GITHUB! (UPDATED GUIDE),https://www.youtube.com/watch?v=g8IzWwRmncg,2026-04-23T08:53:38.424Z,['YouTube'],,['YouTube watch history'],"[{'name': 'How To Guru', 'url': 'https://www.youtube.com/channel/UCI_qtvSi11eZWL83QazuyUA'}]",,2026-04-23 08:53:38.424000+00:00,2026-04-23,8,Thursday,How To Guru,Watched UPLOAD JUPYTER NOTEBOOK TO GITHUB! (UPDATED GUIDE),Video,,General Entertainment / Other,0
YouTube,Watched How To Use GitHub For Beginners,https://www.youtube.com/watch?v=a9u2yZvsqHA,2026-04-23T03:42:05.744Z,['YouTube'],,['YouTube watch history'],"[{'name': 'corbin', 'url': 'https://www.youtube.com/channel/UCJFMlSxcvlZg5yZUYJT0Pug'}]",,2026-04-23 03:42:05.744000+00:00,2026-04-23,3,Thursday,corbin,Watched How To Use GitHub For Beginners,Video,,General Entertainment / Other,0
YouTube,Watched Will AI Replace Data Jobs? (Data Engineers & Data Analysts),https://www.youtube.com/watch?v=e3KQ8ziMp2o,2026-04-11T14:37:23.985Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Data with Baraa', 'url': 'https://www.youtube.com/channel/UC8_RSKwbU1OmZWNEoLV1tQg'}]",,2026-04-11 14:37:23.985000+00:00,2026-04-11,14,Saturday,Data with Baraa,Watched Will AI Replace Data Jobs? (Data Engineers & Data Analysts),Video,,Data Science & Tech,1
YouTube,Watched WTF is Happening to Data Analyst Jobs,https://www.youtube.com/watch?v=rrXIm7xhUSg,2026-04-11T14:25:21.918Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Sundas Khalid', 'url': 'https://www.youtube.com/channel/UCteRPiisgIoHtMgqHegpWAQ'}]",,2026-04-11 14:25:21.918000+00:00,2026-04-11,14,Saturday,Sundas Khalid,Watched WTF is Happening to Data Analyst Jobs,Video,,Data Science & Tech,1
YouTube,Watched What Are Your Salary Expectations? | Telephonic Interview Tips for Success,https://www.youtube.com/watch?v=kT3G0609eE4,2026-04-03T16:15:04.995Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Bhavya Insights', 'url': 'https://www.youtube.com/channel/UClUKsptDJrysey-hNhluxNQ'}]",,2026-04-03 16:15:04.995000+00:00,2026-04-03,16,Friday,Bhavya Insights,Watched What Are Your Salary Expectations? | Telephonic Interview Tips for Success,Video,,General Entertainment / Other,0
YouTube,Watched lagta hai group study kar raha tha😂😅#trending #viral #shorts#youtubeshorts#funny,https://www.youtube.com/watch?v=nioUjyBWX20,2026-04-03T16:10:31.813Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Najis Parvin', 'url': 'https://www.youtube.com/channel/UCDlVQPOXG7bp4XRFIfDZ0hg'}]",,2026-04-03 16:10:31.813000+00:00,2026-04-03,16,Friday,Najis Parvin,Watched lagta hai group study kar raha tha😂😅#trending #viral #shorts#youtubeshorts#funny,Video,,Data Science & Tech,1
YouTube,Watched Ronaldo Jr With Ronaldo.. 😮‍💨,https://www.youtube.com/watch?v=SE3wTByAxj8,2026-04-03T16:10:30.845Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Futbol Media', 'url': 'https://www.youtube.com/channel/UC0qEd8Xkq4vUKSgsYSFmQUQ'}]",,2026-04-03 16:10:30.845000+00:00,2026-04-03,16,Friday,Futbol Media,Watched Ronaldo Jr With Ronaldo.. 😮‍💨,Video,,General Entertainment / Other,0
